building_genome_id,province_territory,climate_zone,metro,sector,vintage,weather_station,building_type,building_envelope_bin,year,building_genome_gfa,building_genome_qty,unit_gfa,hdd_bal_point,hdd,cdd_bal_point,cdd,load_heating_annual_kwh,load_cooling_annual_kwh,load_dhw_annual_kwh,load_lighting_annual_kwh,load_cooking_annual_kwh,load_dryer_annual_kwh,load_appliances_annual_kwh,load_motors_annual_kwh,load_process_annual_kwh,heating_bin_min_eui_kwh_per_sqm,heating_bin_max_eui_kwh_per_sqm
935,ON,5,Windsor,res,ex,ON CZ5 - Windsor,mob,-3,2021,0.0295186762320611,305,96.7825450231512,hdd_18,3176.69375,cdd_18,612.570833,8305.03776825233,4371.88856762,1156.93575545919,372.370960536113,360.701685221863,387.761298633947,2100.72836224757,0,0,73.008271875,97.3443625
936,PE,6,Charlottetown,res,ex,PE CZ6 - Charlottetown,mob,-3,2021,0.0336389037386135,333,101.017728944785,hdd_18,4032.716667,cdd_18,214.5875,11300.5172103108,310.109863481794,1984.53466401163,233.360755636807,360.701685221863,387.761298633947,961.045862483217,0,0,97.4049250095,129.873233346
937,QC,6,Drummondville,res,ex,QC CZ6 - Montreal,mob,-3,2021,0.0160672302876459,166,96.7905439014814,hdd_18,3908.547917,cdd_18,485.054167,10696.0752425386,5160.29278990971,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,93.8661156345,125.154820846
938,QC,6,Granby,res,ex,QC CZ6 - Sherbrooke,mob,-3,2021,0.027737824126194,287,96.6474708229757,hdd_18,4461.793403,cdd_18,310.297569,12473.4051241924,3301.12885729979,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,109.6336119855,146.178149314
939,QC,6,Montréal,res,ex,QC CZ6 - Montreal,mob,-3,2021,0.147649389906472,1532,96.3768863619272,hdd_18,3908.547917,cdd_18,485.054167,10650.3630067212,5160.29278990971,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,93.8661156345,125.154820846
940,QC,7A,Québec,res,ex,QC CZ7a - Quebec City,mob,-3,2021,0.106141633128037,1101,96.4047530681535,hdd_18,4533.804167,cdd_18,283.016667,12648.730507671,3010.89850475272,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,111.6859187595,148.914558346
941,QC,7A,Saguenay,res,ex,QC CZ7A - Saguenay,mob,-3,2021,0.0166874124614844,173,96.459031569274,hdd_18,4889.716667,cdd_18,225.20625,13806.6175545584,2395.87713534188,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,121.8294250095,162.439233346
942,QC,6,Saint-Hyacinthe,res,ex,QC CZ6 - Montreal,mob,-3,2021,0.00338257479739914,35,96.644994211404,hdd_18,3908.547917,cdd_18,485.054167,10679.9909188656,5160.29278990971,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,93.8661156345,125.154820846
943,QC,6,Sherbrooke,res,ex,QC CZ6 - Sherbrooke,mob,-3,2021,0.0192292891181591,199,96.6295935585882,hdd_18,4461.793403,cdd_18,310.297569,12471.0978691828,3301.12885729979,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,109.6336119855,146.178149314
944,QC,6,Trois-Rivières,res,ex,QC CZ6 - Trois-Rivières,mob,-3,2021,0.00918739275629433,95,96.7093974346771,hdd_18,4443.7875,cdd_18,344.977083,12422.988070234,3670.07001527106,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,109.12044375,145.493925
945,QC,6,Ottawa - Gatineau (Quebec part),res,ex,ON CZ6 - Ottawa,mob,-3,2021,0.00915166893660714,94,97.3581801766717,hdd_18,4094.24375,cdd_18,420.847917,11364.9732772772,4477.22877050064,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,99.158446875,132.2112625
946,SK,7A,Regina,res,ex,SK CZ7a - Regina,mob,-3,2021,0.0202325414893073,206,98.2162208218802,hdd_18,5472.4125,cdd_18,385.095833,15858.28480994,2168.89924419185,3694.39548259841,420.777569813581,360.701685221863,387.761298633947,2351.5815513188,0,0,138.43625625,184.581675
947,SK,7A,Saskatoon,res,ex,SK CZ7a - Saskatoon,mob,-3,2021,0.038493510950197,393,97.9478650132238,hdd_18,5692.925,cdd_18,380.920833,16535.1474304583,2145.38521581621,3694.39548259841,420.777569813581,360.701685221863,387.761298633947,2351.5815513188,0,0,144.7208625,192.96115
948,AB,6,Outside Major Metro,res,ex,AB CZ6 - Calgary,mob,-3,2021,0.0125377783055828,129,97.1920798882385,hdd_18,4861.389583,cdd_18,288.991667,13815.5583591766,1134.61960867305,4431.93322719938,580.264522577611,360.701685221863,387.761298633947,2204.40189313566,0,0,121.0221031155,161.362804154
949,AB,7A,Outside Major Metro,res,ex,AB CZ7a - Edmonton,mob,-3,2021,1.0184134789461,10518,96.8257728604394,hdd_18,5668.929167,cdd_18,223.316667,16351.4055266709,876.770849319021,4431.93322719938,580.264522577611,360.701685221863,387.761298633947,2204.40189313566,0,0,144.0369812595,192.049308346
950,BC,5,Outside Major Metro,res,ex,BC CZ5 - Kelowna,mob,-3,2021,1.04421665244545,10524,99.2224109127185,hdd_18,3804.025,cdd_18,525.383333,10489.5135479537,3009.12626352528,3332.5168298921,539.703609329936,360.701685221863,387.761298633947,2472.31794653574,0,0,90.8872125,121.18295
951,BC,6,Outside Major Metro,res,ex,BC CZ6 - Whistler,mob,-3,2021,0.0882699422066946,889,99.2912735733348,hdd_18,4404.19375,cdd_18,267.629167,12418.5509534622,1532.84260219403,3332.5168298921,539.703609329936,360.701685221863,387.761298633947,2472.31794653574,0,0,107.992021875,143.9893625
952,BC,7A,Outside Major Metro,res,ex,BC CZ7a - Dawson Creek,mob,-3,2021,0.117354222943412,1182,99.2844525747983,hdd_18,5666.808333,cdd_18,208.779167,16516.4830529158,1195.77998622318,3332.5168298921,539.703609329936,360.701685221863,387.761298633947,2472.31794653574,0,0,143.9765374905,191.968716654
953,BC,4,Outside Major Metro,res,ex,BC CZ4 - Vancouver,mob,-3,2021,0.0630737735352472,635,99.3287772208617,hdd_18,2873.7125,cdd_18,180.989583,7489.00142949772,1036.61550228467,3332.5168298921,539.703609329936,360.701685221863,387.761298633947,2472.31794653574,0,0,64.37330625,85.831075
954,MB,7A,Outside Major Metro,res,ex,MB CZ7a - Winnipeg,mob,-3,2021,0.270754229202622,2774,97.6042643124087,hdd_18,5181.75625,cdd_18,452.602083,14774.133895541,4926.43545052332,2430.29995761095,744.080168421052,360.701685221863,387.761298633947,3587.47809821462,0,0,130.152553125,173.5367375
955,MB,8,Outside Major Metro,res,ex,MB CZ8 - Churchill,mob,-3,2021,0.015589905105192,159,98.0497176427169,hdd_18,8282.608333,cdd_18,56.366667,24921.6018157901,613.533956132152,2430.29995761095,744.080168421052,360.701685221863,387.761298633947,3587.47809821462,0,0,218.5268374905,291.369116654
956,NB,7A,Outside Major Metro,res,ex,NB CZ7a - Edmundston,mob,-3,2021,0.200064648350099,2013,99.3863131396419,hdd_18,5065.916667,cdd_18,245.608333,14666.2250765392,1334.74862632544,1899.24287653658,555.386918925193,360.701685221863,387.761298633947,2869.18332296065,0,0,126.8511250095,169.134833346
957,NB,6,Outside Major Metro,res,ex,NB CZ6 - Fredericton,mob,-3,2021,0.0301868307091679,303,99.6265039906531,hdd_18,4131.039583,cdd_18,291.7125,11642.4703101265,1585.29987114468,1899.24287653658,555.386918925193,360.701685221863,387.761298633947,2869.18332296065,0,0,100.2071281155,133.609504154
958,NL,6,Outside Major Metro,res,ex,NL CZ6 - St. John's,mob,-3,2021,0.0796178306345266,786,101.294949916701,hdd_18,4355.689583,cdd_18,95.035417,12614.1322333272,334.96161606239,1804.38216478537,449.50332326284,360.701685221863,387.761298633947,2291.06607936489,0,0,106.6096531155,142.146204154
959,NL,7A,Outside Major Metro,res,ex,NL CZ7a - Goose Bay,mob,-3,2021,0.00409601424297546,40,102.400356074386,hdd_18,5635.754167,cdd_18,137.508333,17080.8431598606,484.661559844844,1804.38216478537,449.50332326284,360.701685221863,387.761298633947,2291.06607936489,0,0,143.0914937595,190.788658346
960,NS,6,Outside Major Metro,res,ex,NS CZ6 - Halifax,mob,-3,2021,0.29063729825306,2926,99.3292201821804,hdd_18,3823.727083,cdd_18,218.197917,10626.1977342011,931.287479975922,2372.42143022786,338.096277134181,360.701685221863,387.761298633947,2203.89968014148,0,0,91.4487218655,121.931629154
961,ON,6,Outside Major Metro,res,ex,ON CZ6 - Ottawa,mob,-3,2021,0.335812789922109,3478,96.553418609002,hdd_18,4094.24375,cdd_18,420.847917,11209.7330294734,3003.57133889036,1156.93575545919,372.370960536113,360.701685221863,387.761298633947,2100.72836224757,0,0,99.158446875,132.2112625
962,ON,5,Outside Major Metro,res,ex,ON CZ5 - Toronto,mob,-3,2021,0.000593318467098122,6,98.8864111830204,hdd_18,3133.254167,cdd_18,506.814583,8342.452304046,3617.11129873661,1156.93575545919,372.370960536113,360.701685221863,387.761298633947,2100.72836224757,0,0,71.7702437595,95.693658346
963,ON,7A,Outside Major Metro,res,ex,ON CZ7a - Thunder Bay,mob,-3,2021,0.0164596804689945,170,96.821649817615,hdd_18,5008.26875,cdd_18,274.195833,14161.5917678344,1956.92247002844,1156.93575545919,372.370960536113,360.701685221863,387.761298633947,2100.72836224757,0,0,125.208159375,166.9442125
964,PE,6,Outside Major Metro,res,ex,PE CZ6 - Charlottetown,mob,-3,2021,0.0617603153296238,612,100.915547924222,hdd_18,4032.716667,cdd_18,214.5875,11289.0865595378,310.109863481794,1984.53466401163,233.360755636807,360.701685221863,387.761298633947,961.045862483217,0,0,97.4049250095,129.873233346
965,QC,7A,Outside Major Metro,res,ex,QC CZ7a - Quebec City,mob,-3,2021,0.436087243581205,4525,96.3728715096586,hdd_18,4533.804167,cdd_18,283.016667,12644.5475060167,3010.89850475272,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,111.6859187595,148.914558346
966,QC,7B,Outside Major Metro,res,ex,QC CZ7b - Normandin,mob,-3,2021,0.0705106600709835,731,96.457811314615,hdd_18,5274.66875,cdd_18,217.379167,15051.8811200972,2312.60800228664,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,132.800559375,177.0674125
967,QC,6,Outside Major Metro,res,ex,QC CZ6 - Montreal,mob,-3,2021,0.00710340707453819,73,97.3069462265506,hdd_18,3908.547917,cdd_18,485.054167,10753.1415415976,5160.29278990971,1581.87006444109,589.439440755594,360.701685221863,387.761298633947,2876.45744825066,0,0,93.8661156345,125.154820846
968,SK,7A,Outside Major Metro,res,ex,SK CZ7a - Saskatoon,mob,-3,2021,0.301226998388049,3080,97.8009735026134,hdd_18,5692.925,cdd_18,380.920833,16510.3498222215,2145.38521581621,3694.39548259841,420.777569813581,360.701685221863,387.761298633947,2351.5815513188,0,0,144.7208625,192.96115
969,SK,7B,Outside Major Metro,res,ex,SK CZ7b - Prince Albert,mob,-3,2021,0.0103599488862036,105,98.6661798686055,hdd_18,6012.14375,cdd_18,293.970833,17706.8130700077,1655.67389431645,3694.39548259841,420.777569813581,360.701685221863,387.761298633947,2351.5815513188,0,0,153.818596875,205.0914625
970,TR,7B,Outside Major Metro,res,ex,YT CZ7b - Whitehorse,mob,-3,2021,2.70368970576898E-08,0,101.240022889877,hdd_18,6928.760417,cdd_18,69.983333,18526.864825917,229.063448900645,1201.67954806125,372.426525529265,360.701685221863,387.761298633947,3130.82399643365,0,0,179.9421718845,210.637399923443
971,TR,8,Outside Major Metro,res,ex,NU CZ8 - Iqaluit,mob,-3,2021,3.6319478149432E-09,0,101.240022889877,hdd_18,8749.35,cdd_18,2.054167,23818.0410325229,6.72352340860774,1201.67954806125,372.426525529265,360.701685221863,387.761298633947,3130.82399643365,0,0,231.828975,265.984133395411
972,AB,6,Calgary,res,ex,AB CZ6 - Calgary,sfd,-2,2021,8.46640096039926,54120,156.43756393938,hdd_18,4861.389583,cdd_18,288.991667,17388.294248717,1631.51383819297,5282.53501314926,1265.83118853474,360.701685221863,387.761298633947,2204.40189313566,0,0,100.85175259625,121.0221031155
973,AB,7A,Edmonton,res,ex,AB CZ7a - Edmonton,sfd,-2,2021,8.68003709595058,55485,156.439345696144,hdd_18,5668.929167,cdd_18,223.316667,20675.8308184005,1260.7430390359,5282.53501314926,1265.83118853474,360.701685221863,387.761298633947,2204.40189313566,0,0,120.03081771625,144.0369812595
974,AB,6,Lethbridge,res,ex,AB CZ6 - Lethbridge,sfd,-2,2021,0.866049782152972,5536,156.439628279077,hdd_18,4339.08125,cdd_18,428.608333,15248.6435082414,2419.72522499869,5282.53501314926,1265.83118853474,360.701685221863,387.761298633947,2204.40189313566,0,0,88.4469296875,106.136315625
975,AB,6,Medicine Hat,res,ex,AB CZ6 - Medicine Hat,sfd,-2,2021,0.569003393310969,3637,156.44855466345,hdd_18,4532.875,cdd_18,503.916667,16043.3477887141,2844.88139066854,5282.53501314926,1265.83118853474,360.701685221863,387.761298633947,2204.40189313566,0,0,93.04953125,111.6594375
976,AB,7A,Red Deer,res,ex,AB CZ7A - Red Deer,sfd,-2,2021,0.604929683470804,3866,156.47431026146,hdd_18,5607.15,cdd_18,215.4125,20427.5225823021,1216.11975292611,5282.53501314926,1265.83118853474,360.701685221863,387.761298633947,2204.40189313566,0,0,118.5635625,142.276275
977,AB,7B,Wood Buffalo,res,ex,AB CZ7b - Fort McMurray,sfd,-2,2021,0.358529069555731,2291,156.494574227731,hdd_18,6170.11875,cdd_18,241.654167,22738.3907322713,1364.26811752152,5282.53501314926,1265.83118853474,360.701685221863,387.761298633947,2204.40189313566,0,0,131.9340703125,158.320884375
978,BC,4,Abbotsford - Mission,res,ex,BC CZ4 - Abbotsford - Mission,sfd,-2,2021,1.18021509596917,6179,191.00422333212,hdd_18,3010.945833,cdd_18,295.320833,11988.6784992942,3810.01468324992,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,56.90371353375,68.2844562405
979,BC,4,Chilliwack,res,ex,BC CZ4 - Abbotsford - Mission,sfd,-2,2021,1.03149949584276,5401,190.983057923118,hdd_18,3010.945833,cdd_18,295.320833,11987.3500193297,3810.01468324992,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,56.90371353375,68.2844562405
980,BC,5,Courtenay,res,ex,BC CZ5 - Courtenay,sfd,-2,2021,0.862853614887367,4518,190.981322462897,hdd_18,2965.7625,cdd_18,241.945833,11723.4122908395,3121.40923793592,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,55.830609375,66.99673125
981,BC,5,Kamloops,res,ex,BC CZ5 - Kamloops,sfd,-2,2021,1.1614272136418,6081,190.992799480644,hdd_18,3578.754167,cdd_18,556.433333,14782.7913085466,7178.69832427193,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,70.38916146625,84.4669937595
982,BC,5,Kelowna,res,ex,BC CZ5 - Kelowna,sfd,-2,2021,2.13432704833736,11175,190.991234750547,hdd_18,3804.025,cdd_18,525.383333,15906.2925059453,6778.11379823915,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,75.73934375,90.8872125
983,BC,4,Nanaimo,res,ex,BC CZ4 - Nanaimo,sfd,-2,2021,1.11926399176732,5860,191.000681188963,hdd_18,3063.645833,cdd_18,342.708333,12250.9481170334,4421.37375659543,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,58.15533853375,69.7864062405
984,BC,6,Prince George,res,ex,BC CZ6 - Prince George,sfd,-2,2021,1.04167081134824,5454,190.992081288639,hdd_18,5126.1125,cdd_18,178.579167,22463.5740327459,2303.89858202973,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,107.138921875,128.56670625
985,BC,4,Vancouver,res,ex,BC CZ4 - Vancouver,sfd,-2,2021,13.7917678422697,72217,190.976748442468,hdd_18,2873.7125,cdd_18,180.989583,11263.7059181644,2334.99601684138,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,53.644421875,64.37330625
986,BC,5,Vernon,res,ex,BC CZ5 - Kelowna,sfd,-2,2021,0.750054293961457,3927,190.999310914555,hdd_18,3804.025,cdd_18,525.383333,15906.9651118228,6778.11379823915,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,75.73934375,90.8872125
987,BC,4,Victoria,res,ex,BC CZ4 - Victoria,sfd,-2,2021,2.71001611691731,14190,190.980698866618,hdd_18,2954.579167,cdd_18,163.3875,11706.3059332359,2107.90673903962,4449.75255592341,1454.54060751242,360.701685221863,387.761298633947,2472.31794653574,0,0,55.56500521625,66.6780062595
988,MB,7A,Winnipeg,res,ex,MB CZ7a - Winnipeg,sfd,-2,2021,5.90235017034561,40247,146.653170928159,hdd_18,5181.75625,cdd_18,452.602083,17430.1464709208,6792.76443657682,4461.06096407899,1478.16154708675,360.701685221863,387.761298633947,3587.47809821462,0,0,108.4604609375,130.152553125
989,NB,6,Fredericton,res,ex,NB CZ6 - Fredericton,sfd,-2,2021,0.894670642143353,5965,149.986696084384,hdd_18,4131.039583,cdd_18,291.7125,13738.7155887156,2358.10369023463,3107.01272657297,1103.50046823723,360.701685221863,387.761298633947,2869.18332296065,0,0,83.50594009625,100.2071281155
990,NB,6,Moncton,res,ex,NB CZ6 - Moncton,sfd,-2,2021,1.17983166875952,7867,149.972247204718,hdd_18,4202.554167,cdd_18,275.8375,14017.7405013787,2229.77564093104,3107.01272657297,1103.50046823723,360.701685221863,387.761298633947,2869.18332296065,0,0,85.20441146625,102.2452937595
991,NB,6,Saint John,res,ex,NB CZ6 - Saint John,sfd,-2,2021,1.08406198862199,7228,149.980906007469,hdd_18,4198.810417,cdd_18,150.366667,14003.873177186,1215.51250748933,3107.01272657297,1103.50046823723,360.701685221863,387.761298633947,2869.18332296065,0,0,85.11549740375,102.1385968845
992,NL,6,St. John's,res,ex,NL CZ6 - St. John's,sfd,-2,2021,1.78843802856552,11905,150.225789883706,hdd_18,4355.689583,cdd_18,95.035417,14653.2725928578,470.956101038,2506.22607130547,722.913662495071,360.701685221863,387.761298633947,2291.06607936489,0,0,88.84137759625,106.6096531155
993,NS,6,Cape Breton,res,ex,NS CZ6 - Cape Breton,sfd,-2,2021,1.05262484566254,6758,155.759817351663,hdd_18,3989.21875,cdd_18,175.020833,13724.4589878661,1122.30019370876,3152.39221014069,970.841553516405,360.701685221863,387.761298633947,2203.89968014148,0,0,80.1376953125,96.165234375
994,NS,6,Halifax,res,ex,NS CZ6 - Halifax,sfd,-2,2021,3.25789076708194,20919,155.738360680814,hdd_18,3823.727083,cdd_18,218.197917,13047.9174619763,1399.16808941223,3152.39221014069,970.841553516405,360.701685221863,387.761298633947,2203.89968014148,0,0,76.20726822125,91.4487218655
995,ON,6,Barrie,res,ex,ON CZ6 - Barrie,sfd,-2,2021,1.92689664086233,10769,178.929950864735,hdd_18,4032.979167,cdd_18,323.964583,15984.6442753648,3794.90708078992,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,81.17700521625,97.4124062595
996,ON,5,Belleville - Quinte West,res,ex,ON CZ5 - Kingston,sfd,-2,2021,1.02490620053718,5728,178.929155121714,hdd_18,3707.804167,cdd_18,338.708333,14490.3878581708,3967.61472912071,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,73.45409896625,88.1449187595
997,ON,5,Brantford,res,ex,ON CZ5 - Brantford,sfd,-2,2021,1.18795474238273,6639,178.935794906271,hdd_18,3620.070833,cdd_18,438.454167,14080.275290161,5136.03310442779,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,71.37043228375,85.6445187405
998,ON,5,Chatham-Kent,res,ex,ON CZ5 - Windsor,sfd,-2,2021,1.08934020690561,6088,178.932359872801,hdd_18,3176.69375,cdd_18,612.570833,12005.2571906577,7175.62818166786,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,60.8402265625,73.008271875
999,ON,7A,Greater Sudbury,res,ex,ON CZ7A - Greater Sudbury,sfd,-2,2021,1.66262567104559,9292,178.930872906326,hdd_18,4729.95625,cdd_18,235.308333,19218.1393002457,2756.39161170458,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,97.7302109375,117.276253125
1000,ON,6,Guelph,res,ex,ON CZ6 - Guelph,sfd,-2,2021,1.24605393464239,6964,178.927905606317,hdd_18,3855.585417,cdd_18,371.8875,15153.2642059475,4356.27405297961,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,76.96390365375,92.3566843845
1001,ON,5,Hamilton,res,ex,ON CZ5 - Hamilton,sfd,-2,2021,5.46582829775961,30548,178.925896875724,hdd_18,3583.11875,cdd_18,408.502083,13906.75092356,4785.17569093079,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,70.4928203125,84.591384375
1002,ON,6,Kawartha Lakes,res,ex,ON CZ6 - Peterborough,sfd,-2,2021,0.990607627952423,5536,178.939239153256,hdd_18,3978.197917,cdd_18,368.8,15728.7958398192,4320.10721182853,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,79.87595052875,95.8511406345
1003,ON,5,Kingston,res,ex,ON CZ5 - Kingston,sfd,-2,2021,1.34343634401963,7508,178.933982954133,hdd_18,3707.804167,cdd_18,338.708333,14490.7788350589,3967.61472912071,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,73.45409896625,88.1449187595
1004,ON,6,Kitchener - Cambridge - Waterloo,res,ex,ON CZ6 - Kitchener - Cambridge - Waterloo,sfd,-2,2021,4.21692510200494,23568,178.925878394643,hdd_18,3820.486111,cdd_18,385.029861,14988.6118319879,4510.22309998762,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,76.13029513625,91.3563541635
1005,ON,5,London,res,ex,ON CZ5 - London,sfd,-2,2021,3.94817698352969,22066,178.925812722274,hdd_18,3578.452083,cdd_18,426.241667,13884.8991447779,4992.97640886256,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,70.38198697125,84.4583843655
1006,ON,5,Norfolk,res,ex,ON CZ5 - Hamilton,sfd,-2,2021,0.736731590189262,4117,178.948649548036,hdd_18,3583.11875,cdd_18,408.502083,13908.5193413922,4785.17569093079,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,70.4928203125,84.591384375
1007,ON,7A,North Bay,res,ex,ON CZ7A - North Bay,sfd,-2,2021,0.685795276076228,3832,178.965364320519,hdd_18,4709.295833,cdd_18,214.6125,19124.9845958529,2513.96152114574,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,97.23952603375,116.6874312405
1008,ON,5,Oshawa,res,ex,ON CZ5 - Oshawa,sfd,-2,2021,3.14011847044075,17550,178.924129369843,hdd_18,3573.066667,cdd_18,412.825,13859.5589705853,4835.81415326223,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,70.25408334125,84.3049000095
1009,ON,6,Ottawa - Gatineau (Ontario part),res,ex,ON CZ6 - Ottawa,sfd,-2,2021,7.36388479033135,41156,178.926153910277,hdd_18,4094.24375,cdd_18,420.847917,16271.3139336504,4929.79425519174,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,82.6320390625,99.158446875
1010,ON,6,Peterborough,res,ex,ON CZ6 - Peterborough,sfd,-2,2021,1.33406647706001,7456,178.925224927577,hdd_18,3978.197917,cdd_18,368.8,15727.5639865064,4320.10721182853,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,79.87595052875,95.8511406345
1011,ON,5,Sarnia,res,ex,ON CZ5 - Sarnia,sfd,-2,2021,1.00134988061463,5596,178.940293176311,hdd_18,3341.235417,cdd_18,493.441667,12775.7893462559,5780.15429561657,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,64.74809115375,77.6977093845
1012,ON,6,Sault Ste. Marie,res,ex,ON CZ6 - Sault Ste. Marie,sfd,-2,2021,0.818050937989672,4572,178.926276900628,hdd_18,4372.9125,cdd_18,236.05,17576.3567693449,2765.07946678992,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,89.250421875,107.10050625
1013,ON,5,St. Catharines - Niagara,res,ex,ON CZ5 - St. Catharines - Niagara,sfd,-2,2021,3.83296271815961,21422,178.9264642965,hdd_18,3194.7625,cdd_18,535.033333,12089.395872466,6267.35726806387,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,61.269359375,73.52323125
1014,ON,7A,Thunder Bay,res,ex,ON CZ7a - Thunder Bay,sfd,-2,2021,1.36742840756408,7642,178.935933991635,hdd_18,5008.26875,cdd_18,274.195833,20523.0977168937,3211.91810085854,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,104.3401328125,125.208159375
1015,ON,5,Toronto,res,ex,ON CZ5 - Toronto,sfd,-2,2021,28.6678655897777,160224,178.923666802587,hdd_18,3133.254167,cdd_18,506.814583,11801.4069589201,5936.80405389959,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,59.80853646625,71.7702437595
1016,ON,5,Windsor,res,ex,ON CZ5 - Windsor,sfd,-2,2021,3.74213339986888,20914,178.92958782963,hdd_18,3176.69375,cdd_18,612.570833,12005.0712036667,7175.62818166786,3423.14153313742,1218.08057757622,360.701685221863,387.761298633947,2100.72836224757,0,0,60.8402265625,73.008271875
1017,PE,6,Charlottetown,res,ex,PE CZ6 - Charlottetown,sfd,-2,2021,0.506056193480714,3062,165.269821515583,hdd_18,4032.716667,cdd_18,214.5875,14616.6996019655,482.705418004468,2609.4614848695,339.159530940229,360.701685221863,387.761298633947,961.045862483217,0,0,81.17077084125,97.4049250095
1018,QC,6,Drummondville,res,ex,QC CZ6 - Montreal,sfd,-2,2021,0.603465320259676,4087,147.654837352502,hdd_18,3908.547917,cdd_18,485.054167,12728.2509176322,6620.34186061514,3758.99479546024,1613.94218359596,360.701685221863,387.761298633947,2876.45744825066,0,0,78.22176302875,93.8661156345
1019,QC,6,Granby,res,ex,QC CZ6 - Sherbrooke,sfd,-2,2021,0.451806046105955,3060,147.649034675149,hdd_18,4461.793403,cdd_18,310.297569,14867.126348083,4235.14758774934,3758.99479546024,1613.94218359596,360.701685221863,387.761298633947,2876.45744825066,0,0,91.36134332125,109.6336119855
1020,QC,6,Montréal,res,ex,QC CZ6 - Montreal,sfd,-2,2021,14.5440506873252,98514,147.634353364245,hdd_18,3908.547917,cdd_18,485.054167,12726.4851418065,6620.34186061514,3758.99479546024,1613.94218359596,360.701685221863,387.761298633947,2876.45744825066,0,0,78.22176302875,93.8661156345
1021,QC,7A,Québec,res,ex,QC CZ7a - Quebec City,sfd,-2,2021,4.19902893735322,28442,147.634798444315,hdd_18,4533.804167,cdd_18,283.016667,15122.3809850631,3862.79969385744,3758.99479546024,1613.94218359596,360.701685221863,387.761298633947,2876.45744825066,0,0,93.07159896625,111.6859187595
1022,QC,7A,Saguenay,res,ex,QC CZ7A - Saguenay,sfd,-2,2021,1.01569523534588,6879,147.651582402366,hdd_18,4889.716667,cdd_18,225.20625,16501.5147962529,3073.76467533194,3758.99479546024,1613.94218359596,360.701685221863,387.761298633947,2876.45744825066,0,0,101.52452084125,121.8294250095
